donation_id,donor_id,donation_date,amount,campaign,payment_method,is_recurring
D100906,DON1040,2025-05-02,10465.05,Gala 2026,check,True
D100455,DON1341,2025-02-06,398.31,Monthly Giving,paypal,False
D101645,DON1330,2026-05-06,237.82,Year-End Giving,paypal,False
D102214,DON1079,2025-09-03,309.28,Year-End Giving,ach,True
D101424,DON1088,2024-10-13,297.7,Monthly Giving,check,False
D100168,DON1141,2026-02-13,50.39,Corporate Match,ach,True
D100731,DON1106,2024-08-27,148.65,Corporate Match,ach,False
D101621,DON1177,2026-01-07,330.87,Corporate Match,check,False
D100027,DON1369,2026-06-01,210.62,Monthly Giving,credit_card,True
D101383,DON1153,2024-09-05,185.05,Spring Appeal,stock_transfer,False
D101565,DON1127,2026-06-01,461.87,Corporate Match,stock_transfer,False
D100998,DON1293,2026-03-01,307.66,Spring Appeal,ach,False
D101177,DON1049,2026-01-02,174.48,Gala 2026,check,False
D101041,DON9951,2025-07-20,356.8,Monthly Giving,check,False
D101666,DON1128,2025-02-03,10.13,Spring Appeal,stock_transfer,True
D102118,DON1369,2025-08-09,8731.61,Year-End Giving,credit_card,False
D101938,DON1390,2025-10-08,445.68,Gala 2025,ach,False
D100042,DON9111,2024-11-01,366.48,Alumni Fund,paypal,False
D101291,DON1019,2025-01-30,130.5,Monthly Giving,paypal,False
D101671,DON1234,2025-03-11,283.15,Gala 2025,credit_card,False
D102424,DON1050,2026-03-06,107.59,Corporate Match,stock_transfer,True
D101415,DON1021,2026-02-28,260.66,Corporate Match,paypal,False
D101293,DON1046,2025-05-02,377.23,Spring Appeal,paypal,True
D100610,DON1304,2024-09-22,376.07,Gala 2025,ach,False
D101133,DON1352,2025-03-28,320.44,Gala 2026,ach,True
D100029,DON1067,2024-12-15,37.15,Spring Appeal,stock_transfer,True
D100442,DON1371,2025-07-09,247.8,Gala 2026,stock_transfer,False
D101392,DON1067,2026-04-26,397.23,Corporate Match,check,True
D101622,DON1032,2026-04-12,369.13,Monthly Giving,paypal,True
D100494,DON1139,2026-03-19,338.96,Year-End Giving,ach,True
D101259,DON1181,2026-04-10,125.0,Spring Appeal,credit_card,False
D102122,DON1380,2025-11-16,376.29,Alumni Fund,stock_transfer,True
D100237,DON1252,2026-06-15,219.53,Gala 2025,stock_transfer,False
D100552,DON1028,2024-10-02,6040271.76,Gala 2025,credit_card,False
D100521,DON1371,2026-06-22,417.7,Year-End Giving,check,False
D101709,DON1006,2026-07-16,15.96,Monthly Giving,check,False
D101233,DON1117,2026-03-11,389.07,Alumni Fund,ach,False
D101139,DON1099,2025-09-28,424.56,Corporate Match,check,False
D100721,DON1171,2025-10-17,411.92,Alumni Fund,ach,False
D101958,DON1009,2025-03-03,303.43,Gala 2026,ach,True
D102231,DON1182,2025-10-12,189.42,Spring Appeal,ach,False
D100059,DON1366,2025-03-11,331.43,Corporate Match,paypal,False
D100632,DON1267,2026-05-10,13330.73,Corporate Match,stock_transfer,False
D101182,DON1348,2026-04-19,493.79,Monthly Giving,ach,False
D101689,DON1098,2025-04-26,69.33,Year-End Giving,credit_card,True
D100593,DON1256,2025-12-17,230.16,Spring Appeal,credit_card,False
D102316,DON1114,2026-04-19,121.05,Gala 2026,credit_card,False
D100940,DON1177,2026-05-21,112.67,Corporate Match,paypal,False
D102350,DON1357,2024-11-20,34.28,Gala 2025,stock_transfer,False
D101250,DON1238,2026-02-20,386.82,Gala 2025,ach,False
D100905,DON1083,2025-02-21,7010.3,Gala 2025,credit_card,False
D101280,DON1266,2026-04-20,423.59,Gala 2026,check,False
D102233,DON1007,2025-09-12,68.07,Gala 2025,check,True
D102423,DON1229,2024-11-23,298.18,Monthly Giving,stock_transfer,False
D101584,DON1375,2024-10-20,499.58,Year-End Giving,check,False
D101464,DON1182,2026-03-07,292.66,Year-End Giving,ach,False
D102205,DON1180,2025-12-13,379.0,Spring Appeal,credit_card,True
D101962,DON1274,2026-04-11,107.24,Gala 2026,ach,True
D100707,DON1224,2025-01-19,108.98,Gala 2025,ach,True
D101023,DON1127,2026-01-22,101.56,Gala 2025,credit_card,False
D100746,DON1256,2026-03-03,22.72,Corporate Match,credit_card,False
D101879,DON1359,2025-02-12,284.43,Gala 2026,stock_transfer,False
D101468,DON1228,2025-10-21,112.21,Spring Appeal,paypal,False
D100514,DON1169,2025-12-13,350.96,Monthly Giving,credit_card,True
D100082,DON1331,2026-03-25,446.75,Gala 2026,paypal,False
D102384,DON1235,2026-08-09,294.95,Corporate Match,credit_card,True
D100915,DON1292,2026-05-14,303.93,Corporate Match,paypal,False
D100669,DON1047,2025-07-07,145.91,Monthly Giving,check,False
D101867,DON1052,2026-04-11,463.16,Gala 2025,credit_card,False
D100151,DON1197,2026-07-29,252.54,Corporate Match,paypal,False
D100775,DON1367,2024-09-22,153.76,Corporate Match,paypal,False
D100330,DON1259,2024-10-27,207.67,Gala 2025,ach,False
D100007,DON1284,2025-05-02,31.33,Gala 2026,check,False
D100944,DON1210,2025-12-11,63.51,Corporate Match,ach,True
D102119,DON1262,2026-01-29,416.73,Spring Appeal,ach,False
D100735,DON1242,2024-11-11,470.27,Alumni Fund,stock_transfer,False
D100910,DON1099,2025-02-06,479.79,Spring Appeal,ach,False
D100469,DON1205,2026-06-01,222.9,Corporate Match,ach,False
D100182,DON1159,2026-08-17,487.41,Year-End Giving,stock_transfer,False
D100165,DON1254,2026-06-27,175.5,Monthly Giving,ach,False
D100452,DON1316,2025-05-11,44.49,Gala 2025,credit_card,False
D100491,DON1314,2025-02-06,310.06,Monthly Giving,ach,False
D101437,DON1331,2026-08-07,132.02,Gala 2025,stock_transfer,False
D101144,DON1166,2024-09-28,130.21,Year-End Giving,check,False
D101312,DON1048,2026-07-21,146.49,Gala 2025,stock_transfer,False
D101744,DON1331,2025-11-28,402.05,Gala 2026,stock_transfer,False
D101112,DON1348,2025-09-13,21275.59,Spring Appeal,check,False
D102405,DON1232,2025-12-31,399.45,Year-End Giving,check,False
D101350,DON1094,2024-10-31,299.66,Spring Appeal,ach,False
D102491,DON1120,2025-11-19,176.79,Spring Appeal,credit_card,False
D102353,DON1314,2026-01-27,212.83,Gala 2026,ach,False
D102438,DON1268,2024-10-06,140.54,Alumni Fund,credit_card,False
D101558,DON1255,2026-04-20,387.71,Corporate Match,credit_card,False
D102493,DON1265,2025-08-07,451.46,Corporate Match,stock_transfer,False
D101779,DON1076,2024-09-30,117.29,Year-End Giving,paypal,False
D101841,DON1303,2024-12-12,141.99,Monthly Giving,credit_card,False
D100328,DON1080,2026-05-25,302.47,Alumni Fund,stock_transfer,False
D100443,DON1098,2025-06-28,168.6,Gala 2026,check,False
D102314,DON1338,2026-02-28,82.7,Year-End Giving,paypal,False
D101421,DON1291,2024-09-22,225.53,Gala 2025,ach,False
D100833,DON1333,2024-09-09,447.36,Alumni Fund,paypal,False
D101950,DON1161,2026-04-18,377.71,Gala 2025,ach,False
D101942,DON1209,2025-12-06,16158.17,Year-End Giving,paypal,False
D101452,DON1302,2026-04-29,53.12,Year-End Giving,check,False
D100087,DON1305,2026-01-18,354.61,Spring Appeal,ach,False
D102465,DON1155,2025-12-17,395.82,Year-End Giving,credit_card,False
D100778,DON1253,2024-12-03,33.05,Spring Appeal,check,False
D101538,DON1361,2025-04-21,204.16,Corporate Match,paypal,False
D100055,DON1396,2025-08-18,403.79,Gala 2025,stock_transfer,False
D101926,DON1400,2026-05-04,472.49,Alumni Fund,credit_card,False
D101288,DON1060,2025-05-16,374.7,Year-End Giving,credit_card,False
D101733,DON1291,2024-12-24,488.65,Corporate Match,check,False
D101617,DON1254,2025-10-14,151.15,Corporate Match,stock_transfer,False
D101246,DON1106,2025-03-04,270.92,Corporate Match,check,True
D100114,DON1144,2026-07-20,26.12,Alumni Fund,check,True
D102366,DON1170,2026-01-22,421.4,Spring Appeal,stock_transfer,False
D100988,DON1151,2026-02-14,292.77,Corporate Match,check,False
D101935,DON1094,2025-03-03,232.02,Gala 2025,stock_transfer,False
D101614,DON1236,2024-09-15,335.82,Monthly Giving,credit_card,True
D101010,DON1058,2025-08-07,417.55,Alumni Fund,credit_card,False
D101199,DON1354,2024-08-28,372.83,Corporate Match,stock_transfer,False
D100590,DON1393,2024-08-31,281.69,Gala 2026,ach,False
D100769,DON1292,2026-03-14,173.59,Spring Appeal,paypal,False
D100018,DON1348,2026-01-13,425.85,Corporate Match,paypal,True
D101043,DON1143,2025-11-15,397.4,Corporate Match,ach,False
D102068,DON1329,2024-10-27,434.56,Spring Appeal,ach,True
D100286,DON1340,2025-01-14,353.36,Gala 2026,credit_card,False
D100429,DON1327,2025-11-27,353.23,Gala 2026,ach,False
D101972,DON1266,2025-02-12,290.53,Gala 2025,paypal,False
D101396,DON1017,2025-11-07,48.52,Gala 2026,stock_transfer,False
D100670,DON1400,2025-07-29,289.42,Spring Appeal,stock_transfer,False
D100032,DON1304,2024-08-20,332.78,Corporate Match,stock_transfer,False
D101342,DON1312,2024-09-21,241.99,Alumni Fund,stock_transfer,False
D100723,DON1329,2026-07-26,397.6,Year-End Giving,credit_card,False
D100952,DON1002,2026-01-21,408.18,Spring Appeal,check,False
D101813,DON1332,2025-01-06,58.74,Corporate Match,check,True
D100215,DON1014,2025-06-21,448.92,Alumni Fund,check,True
D101838,DON1112,2026-01-31,371.55,Alumni Fund,stock_transfer,False
D101165,DON1055,2025-05-23,448.11,Year-End Giving,check,True
D100327,DON1021,2026-03-22,73.73,Monthly Giving,check,True
D100561,DON1313,2026-04-03,373.43,Corporate Match,credit_card,False
D101087,DON1020,2025-04-07,236.92,Corporate Match,credit_card,False
D101880,DON1028,2026-08-16,123.58,Year-End Giving,ach,False
D100342,DON1203,2026-01-02,86.6,Year-End Giving,ach,False
D100148,DON1060,2025-04-23,260.3,Gala 2026,stock_transfer,True
D101890,DON1394,2026-07-24,383.98,Monthly Giving,stock_transfer,False
D102011,DON1270,2025-06-12,207.07,Year-End Giving,check,False
D101108,DON1316,2024-11-29,413.52,Corporate Match,check,True
D100849,DON1034,2024-10-06,403.17,Spring Appeal,check,False
D100967,DON1353,2025-08-20,356.2,Gala 2026,ach,False
D101073,DON1298,2025-03-18,436.53,Spring Appeal,ach,False
D100156,DON1231,2025-10-24,52.62,Alumni Fund,credit_card,False
D101710,DON9902,2026-05-28,129.4,Gala 2026,ach,True
D101648,DON1189,2024-12-24,193.76,Spring Appeal,paypal,False
D101003,DON1368,2025-01-17,159.54,Alumni Fund,credit_card,False
D101895,DON1021,2024-11-01,111.88,Gala 2026,stock_transfer,False
D102114,DON1257,2025-02-22,223.6,Gala 2025,paypal,False
D101899,DON1128,2025-08-23,384.29,Monthly Giving,credit_card,False
D102232,DON1025,2024-09-12,479.12,Monthly Giving,ach,False
D102377,DON1386,2025-08-13,108.51,Monthly Giving,ach,False
D101204,DON1121,2026-06-23,412.63,Corporate Match,paypal,False
D102055,DON1102,2025-06-24,114.9,Gala 2025,stock_transfer,True
D102370,DON1159,2026-03-13,209.22,Corporate Match,credit_card,True
D102000,DON1356,2025-11-27,393.02,Gala 2025,credit_card,False
D102484,DON1223,2025-03-17,163.6,Spring Appeal,paypal,False
D101836,DON1241,2026-07-25,62.38,Year-End Giving,stock_transfer,False
D102032,DON1096,2026-05-04,169.65,Year-End Giving,ach,False
D102451,DON1162,2025-03-09,334.81,Monthly Giving,paypal,False
D100939,DON1273,2024-08-18,160.91,Gala 2026,credit_card,True
D102267,DON1066,2025-05-29,192.74,Year-End Giving,credit_card,False
D100347,DON1028,2026-01-06,497.21,Gala 2026,stock_transfer,True
D102106,DON1118,2025-11-07,397.33,Alumni Fund,stock_transfer,False
D102500,DON1112,2025-09-28,256.36,Alumni Fund,paypal,False
D101460,DON1221,2026-07-07,445.78,Corporate Match,ach,False
D100386,DON1104,2025-12-15,263.9,Year-End Giving,credit_card,False
D101623,DON1367,2024-12-11,340.51,Gala 2025,stock_transfer,False
D102044,DON1292,2024-12-27,349.73,Corporate Match,check,False
D100244,DON1347,2025-04-08,475.13,Gala 2026,ach,False
D101966,DON1294,2024-12-03,103.29,Gala 2026,credit_card,False
D100937,DON1083,2025-10-24,325.75,Gala 2026,paypal,False
D102169,DON1364,2026-07-25,453.23,Alumni Fund,stock_transfer,False
D100313,DON1261,2025-09-01,348.99,Year-End Giving,ach,True
D102464,DON1202,2025-07-28,477.8,Monthly Giving,paypal,False
D101566,DON1159,2025-05-24,370.95,Gala 2025,paypal,False
D101333,DON1027,2025-09-23,218.45,Gala 2026,check,False
D100969,DON1116,2026-01-10,434.06,Year-End Giving,paypal,False
D100661,DON1053,2026-01-14,417.47,Alumni Fund,stock_transfer,False
D100936,DON1134,2024-09-14,82.21,Year-End Giving,stock_transfer,False
D100371,DON1036,2025-12-30,63.2,Year-End Giving,stock_transfer,False
D100567,DON1303,2024-10-25,191.19,Year-End Giving,check,False
D102009,DON1234,2024-09-16,498.82,Corporate Match,stock_transfer,False
D100825,DON1126,2026-01-26,456.63,Gala 2026,credit_card,True
D100983,DON1285,2026-05-01,269.74,Spring Appeal,stock_transfer,False
D102031,DON1090,2026-08-10,107.18,Alumni Fund,ach,False
D101513,DON1311,2025-08-11,197.47,Monthly Giving,credit_card,False
D102171,DON1256,2025-09-09,86.99,Monthly Giving,ach,False
D101753,DON1088,2026-02-28,20.15,Monthly Giving,credit_card,False
D100814,DON1317,2026-03-05,479.07,Monthly Giving,ach,False
D101431,DON1091,2026-02-01,280.47,Spring Appeal,ach,False
D100779,DON1082,2026-01-15,256.7,Alumni Fund,credit_card,False
D101321,DON1059,2025-04-24,93.65,Alumni Fund,stock_transfer,False
D101563,DON1008,2025-07-22,451.16,Spring Appeal,check,True
D101053,DON1385,2024-12-30,195.16,Spring Appeal,credit_card,False
D101863,DON1190,2026-05-22,459.92,Gala 2026,credit_card,False
D101014,DON9442,2026-02-25,262.02,Year-End Giving,paypal,True
D101402,DON1395,2025-06-15,443.53,Corporate Match,check,False
D101756,DON1194,2026-01-24,269.16,Gala 2026,paypal,False
D102093,DON1136,2025-10-25,494.14,Corporate Match,ach,True
D101802,DON1324,2025-08-27,311.29,Gala 2025,credit_card,True
D100127,DON1055,2024-11-19,12913.84,Alumni Fund,stock_transfer,False
D100888,DON1312,2025-12-07,196.85,Gala 2026,credit_card,False
D102445,DON1312,2026-04-08,242.84,Alumni Fund,stock_transfer,False
D101348,DON1142,2025-09-21,210.53,Corporate Match,credit_card,False
D101008,DON1271,2025-06-19,229.84,Year-End Giving,stock_transfer,False
D100356,DON1396,2025-08-21,75.6,Monthly Giving,stock_transfer,True
D101004,DON1161,2025-01-10,47.58,Year-End Giving,credit_card,True
D100683,DON1035,2025-04-08,8581.91,Monthly Giving,check,True
D100828,DON1274,2025-12-05,203.7,Spring Appeal,ach,False
D101533,DON1127,2025-03-27,57.34,Alumni Fund,stock_transfer,False
D100985,DON1003,2025-10-17,70.29,Year-End Giving,stock_transfer,False
D101234,DON1350,2025-09-21,14643.47,Gala 2026,paypal,False
D102143,DON1191,2026-02-13,409.49,Gala 2025,stock_transfer,False
D100141,DON1364,2025-01-21,327.51,Corporate Match,ach,False
D100218,DON1182,2025-05-02,95.12,Year-End Giving,stock_transfer,False
D102070,DON1158,2025-03-26,299.16,Alumni Fund,check,False
D101980,DON1077,2025-06-25,387.34,Year-End Giving,credit_card,False
D102241,DON1192,2024-11-19,12852.61,Gala 2026,paypal,False
D101747,DON1019,2024-11-17,382.75,Spring Appeal,ach,True
D101495,DON1262,2024-12-21,118.71,Spring Appeal,ach,False
D100023,DON1038,2024-09-25,228.1,Spring Appeal,check,False
D100712,DON1308,2026-05-25,171.35,Monthly Giving,paypal,False
D101158,DON1212,2026-02-05,265.66,Year-End Giving,stock_transfer,False
D101511,DON1183,2026-08-12,404.94,Year-End Giving,stock_transfer,False
D100872,DON1092,2024-10-30,350.31,Corporate Match,paypal,False
D101503,DON1116,2025-01-05,447.39,Spring Appeal,stock_transfer,False
D100011,DON1103,2026-02-10,161.94,Gala 2026,stock_transfer,False
D101789,DON1088,2024-09-01,250.28,Gala 2025,stock_transfer,False
D102381,DON1178,2024-12-26,450.34,Spring Appeal,ach,False
D101742,DON1358,2024-12-18,207.96,Year-End Giving,check,False
D101316,DON1207,2025-12-13,364.29,Monthly Giving,ach,True
D100755,DON1223,2025-08-13,261.54,Gala 2026,ach,False
D100627,DON1378,2026-03-23,479.96,Year-End Giving,ach,False
D101775,DON1176,2024-09-17,426.79,Gala 2025,stock_transfer,False
D101506,DON1079,2025-11-01,456.15,Gala 2025,check,False
D100130,DON1295,2024-12-30,147.35,Alumni Fund,paypal,False
D100844,DON1293,2024-11-13,120.56,Corporate Match,paypal,False
D100324,DON1381,2026-05-30,392.65,Alumni Fund,paypal,False
D101740,DON1392,2024-12-12,250.84,Alumni Fund,stock_transfer,False
D101757,DON1269,2025-08-24,264.63,Alumni Fund,stock_transfer,False
D101285,DON1277,2025-10-09,249.3,Alumni Fund,credit_card,False
D102446,DON1156,2025-06-22,313.18,Gala 2026,credit_card,False
D100015,DON1093,2026-03-07,49.23,Corporate Match,check,False
D100948,DON1220,2025-09-16,178.11,Gala 2025,ach,False
D100216,DON1272,2026-07-09,124.05,Year-End Giving,credit_card,False
D102097,DON1400,2025-05-09,449.75,Spring Appeal,paypal,False
D101988,DON1337,2026-02-17,231.48,Gala 2026,credit_card,False
D101183,DON1170,2026-04-28,497.03,Gala 2025,ach,True
D102348,DON1162,2024-09-02,28.44,Corporate Match,paypal,False
D101676,DON1360,2025-01-25,425.74,Spring Appeal,check,False
D100865,DON1091,2026-06-27,20.29,Corporate Match,ach,False
D100517,DON1324,2026-07-09,443.0,Year-End Giving,check,False
D100598,DON1316,2026-06-30,218.84,Alumni Fund,paypal,False
D100196,DON1126,2025-07-03,21.72,Monthly Giving,check,False
D101278,DON1043,2025-09-26,16860.97,Corporate Match,paypal,False
D100289,DON1121,2025-01-20,7044697.52,Spring Appeal,stock_transfer,False
D100951,DON1359,2026-01-08,231.44,Corporate Match,paypal,False
D102375,DON1155,2025-12-07,86.03,Monthly Giving,check,False
D101874,DON1223,2026-06-28,140.41,Monthly Giving,stock_transfer,False
D102406,DON1042,2025-06-21,51.02,Alumni Fund,stock_transfer,True
D101121,DON1158,2025-10-28,213.21,Year-End Giving,credit_card,False
D101615,DON1382,2025-10-20,361.94,Spring Appeal,credit_card,False
D100550,DON1292,2025-04-18,460.07,Gala 2026,check,False
D100157,DON1378,2025-06-22,358.27,Corporate Match,paypal,True
D100420,DON1018,2025-09-23,169.35,Gala 2026,paypal,False
D100923,DON1114,2024-10-25,167.6,Gala 2026,credit_card,True
D100924,DON1099,2026-06-14,469.75,Year-End Giving,credit_card,True
D100478,DON1103,2026-03-16,36.01,Corporate Match,credit_card,True
D102296,DON1368,2025-06-09,98.98,Spring Appeal,check,True
D102179,DON1347,2025-01-25,107.29,Alumni Fund,credit_card,False
D101472,DON1234,2024-11-21,215.81,Alumni Fund,credit_card,False
D100554,DON1109,2025-08-04,102.23,Gala 2026,check,False
D101203,DON1243,2025-12-13,201.45,Spring Appeal,check,False
D100391,DON1260,2025-09-19,154.18,Spring Appeal,stock_transfer,False
D100579,DON1310,2025-10-06,450.95,Monthly Giving,ach,False
D100498,DON1276,2026-04-22,283.27,Monthly Giving,credit_card,True
D102092,DON1299,2024-11-08,309.17,Alumni Fund,credit_card,True
D102289,DON1354,2026-02-28,172.1,Gala 2026,paypal,False
D100821,DON1062,2025-11-19,302.53,Year-End Giving,paypal,False
D102416,DON1030,2025-09-26,377.54,Alumni Fund,credit_card,True
D101007,DON1382,2026-06-10,271.82,Gala 2025,ach,False
D101249,DON1386,2025-08-15,200.17,Corporate Match,check,False
D102150,DON1326,2026-01-23,474.51,Year-End Giving,check,True
D100665,DON1066,2024-09-02,121.02,Year-End Giving,ach,True
D102237,DON1024,2026-02-02,39.07,Gala 2026,stock_transfer,False
D100143,DON1096,2025-12-18,24.3,Monthly Giving,ach,False
D102197,DON1363,2024-08-23,139.52,Corporate Match,check,False
D101875,DON1303,2024-09-20,492.36,Gala 2026,ach,False
D100422,DON1384,2025-02-20,266.5,Corporate Match,stock_transfer,False
D100800,DON1294,2026-05-29,264.64,Year-End Giving,credit_card,False
D100616,DON1111,2025-11-24,146.79,Corporate Match,paypal,False
D101319,DON1165,2026-01-30,281.86,Corporate Match,credit_card,False
D100296,DON1248,2026-08-01,98.82,Gala 2026,check,False
D100402,DON1352,2026-01-31,68.98,Monthly Giving,paypal,False
D100089,DON1375,2026-05-07,388.54,Alumni Fund,check,False
D102230,DON1253,2026-08-17,103.72,Year-End Giving,paypal,False
D102485,DON1339,2025-10-18,120.95,Alumni Fund,stock_transfer,True
D100132,DON1363,2025-01-29,417.33,Spring Appeal,paypal,False
D101616,DON1108,2025-03-08,167.0,Monthly Giving,ach,False
D101605,DON1130,2024-09-11,265.01,Spring Appeal,paypal,False
D101714,DON1209,2025-06-06,436.63,Alumni Fund,paypal,True
D101403,DON1116,2025-08-03,237.32,Alumni Fund,paypal,True
D102074,DON1083,2026-07-29,16.43,Spring Appeal,check,False
D102190,DON1012,2024-11-19,441.78,Alumni Fund,check,False
D101189,DON1074,2024-09-23,296.76,Spring Appeal,check,False
D100725,DON1164,2026-02-03,75.42,Year-End Giving,stock_transfer,False
D101315,DON1323,2026-08-01,92.94,Alumni Fund,paypal,False
D101816,DON1002,2025-09-18,387.47,Alumni Fund,check,False
D100270,DON1337,2025-09-22,57.83,Year-End Giving,check,False
D101829,DON1211,2025-06-13,188.25,Gala 2026,check,False
D102430,DON1224,2026-02-13,96.88,Monthly Giving,ach,False
D101373,DON1109,2026-03-16,198.19,Year-End Giving,paypal,True
D100918,DON1301,2025-08-09,5424.27,Alumni Fund,credit_card,False
D101692,DON1017,2025-09-26,135.33,Gala 2026,paypal,False
D101320,DON1040,2026-07-06,89.43,Corporate Match,credit_card,True
D102359,DON1273,2026-01-04,295.49,Gala 2025,credit_card,False
D100588,DON9978,2025-10-04,69.39,Monthly Giving,check,False
D102080,DON9204,2025-02-09,390.73,Monthly Giving,paypal,True
D100917,DON1035,2024-10-18,296.67,Gala 2026,stock_transfer,False
D100376,DON1245,2026-06-10,51.07,Monthly Giving,stock_transfer,False
D100334,DON1013,2024-09-25,193.73,Alumni Fund,stock_transfer,False
D101840,DON1221,2026-05-21,104.31,Monthly Giving,check,False
D102373,DON1292,2024-10-17,295.46,Spring Appeal,ach,False
D101119,DON1241,2026-03-31,398.94,Gala 2026,paypal,False
D101443,DON1335,2024-09-10,365.97,Year-End Giving,check,False
D100911,DON1263,2025-10-19,285.41,Year-End Giving,stock_transfer,False
D100777,DON1384,2026-06-10,94.91,Year-End Giving,stock_transfer,False
D101792,DON1356,2026-03-06,476.34,Gala 2025,check,False
D100329,DON1294,2026-02-04,356.76,Monthly Giving,ach,False
D101343,DON1015,2025-04-05,355.76,Year-End Giving,ach,True
D100321,DON1152,2025-05-16,185.75,Gala 2026,credit_card,False
D102054,DON1317,2026-04-15,364.27,Corporate Match,stock_transfer,False
D100013,DON1224,2026-03-01,448.37,Gala 2026,check,False
D100898,DON1213,2025-09-07,369.29,Gala 2026,paypal,False
D100172,DON1154,2026-04-17,379.05,Year-End Giving,ach,True
D100261,DON1210,2025-06-30,483.9,Corporate Match,credit_card,False
D101914,DON1043,2026-03-18,257.39,Alumni Fund,check,False
D100690,DON1347,2025-12-14,167.04,Spring Appeal,stock_transfer,True
D100902,DON1107,2026-03-24,45.87,Corporate Match,paypal,False
D100259,DON1283,2026-07-28,448.3,Corporate Match,credit_card,False
D100845,DON1101,2026-07-08,316.74,Spring Appeal,credit_card,False
D102326,DON1200,2026-02-05,397.27,Gala 2026,ach,True
D100139,DON1248,2026-01-30,481.25,Spring Appeal,ach,False
D101574,DON1394,2025-07-29,385.73,Year-End Giving,ach,False
D100320,DON1344,2025-10-20,394.91,Gala 2025,check,True
D100654,DON1353,2025-03-04,20294.37,Gala 2026,credit_card,False
D101946,DON1209,2026-03-27,79.8,Corporate Match,stock_transfer,False
D102427,DON9647,2025-03-01,142.37,Monthly Giving,ach,False
D100559,DON1018,2024-12-26,355.39,Spring Appeal,stock_transfer,False
D100140,DON1106,2025-07-22,57.84,Corporate Match,paypal,False
D100113,DON1118,2025-06-20,444.9,Gala 2026,check,True
D100532,DON1024,2025-01-20,375.32,Spring Appeal,stock_transfer,False
D100225,DON1356,2025-03-14,184.84,Corporate Match,stock_transfer,False
D100724,DON1161,2025-01-26,132.31,Corporate Match,ach,False
D102456,DON1378,2026-08-11,374.32,Spring Appeal,stock_transfer,False
D102159,DON1075,2025-04-18,172.2,Year-End Giving,check,True
D101434,DON1278,2024-10-24,156.98,Spring Appeal,stock_transfer,False
D100326,DON1100,2025-03-06,344.5,Year-End Giving,ach,False
D101324,DON1191,2026-04-28,236.81,Gala 2025,ach,True
D101990,DON1295,2024-12-20,362.08,Year-End Giving,ach,False
D101459,DON1263,2026-01-26,462.02,Monthly Giving,ach,False
D101729,DON1131,2025-09-11,495.52,Monthly Giving,check,False
D102271,DON1046,2025-01-28,346.04,Corporate Match,credit_card,False
D100715,DON1143,2025-05-23,187.87,Corporate Match,check,False
D100847,DON1028,2025-07-26,126.0,Spring Appeal,stock_transfer,False
D100194,DON1160,2025-05-12,13.9,Year-End Giving,check,False
D101976,DON1061,2024-12-21,207.3,Gala 2026,ach,False
D100574,DON1334,2025-07-17,140.87,Spring Appeal,check,False
D100947,DON1004,2026-07-10,481.41,Gala 2025,paypal,False
D100504,DON1314,2025-04-03,196.5,Alumni Fund,ach,False
D102047,DON1178,2025-05-24,112.93,Corporate Match,stock_transfer,False
D101845,DON1334,2025-08-22,351.15,Gala 2026,credit_card,False
D100646,DON1262,2025-05-29,186.92,Year-End Giving,paypal,False
D100004,DON1319,2024-12-18,453.52,Monthly Giving,stock_transfer,True
D101826,DON1060,2024-10-10,281.26,Monthly Giving,check,True
D100468,DON1222,2024-12-28,74.77,Spring Appeal,paypal,False
D101346,DON1301,2025-01-14,16.94,Corporate Match,paypal,False
D100006,DON1343,2024-11-04,43.16,Monthly Giving,stock_transfer,False
D101247,DON1014,2024-08-22,174.75,Alumni Fund,check,False
D100920,DON1329,2026-05-02,303.06,Gala 2026,check,True
D100548,DON1112,2025-12-21,452.6,Corporate Match,credit_card,False
D100229,DON1363,2025-05-07,174.52,Spring Appeal,check,False
D101064,DON1077,2025-09-13,82.41,Gala 2026,paypal,False
D100543,DON1155,2025-01-05,212.59,Monthly Giving,ach,False
D100243,DON1154,2024-11-30,360.01,Monthly Giving,stock_transfer,False
D100899,DON1292,2026-06-24,31.4,Alumni Fund,ach,False
D101898,DON1271,2025-03-03,369.31,Alumni Fund,ach,False
D101161,DON1007,2025-01-23,198.68,Gala 2026,credit_card,False
D102027,DON1242,2024-08-26,335.93,Year-End Giving,ach,False
D102112,DON1073,2025-08-28,294.2,Year-End Giving,paypal,False
D102324,DON1344,2025-06-23,361.5,Corporate Match,ach,True
D101859,DON1309,2024-11-27,196.16,Monthly Giving,ach,False
D100843,DON1115,2025-09-01,270.88,Gala 2025,credit_card,False
D101374,DON1346,2026-04-12,479.67,Gala 2026,ach,True
D102129,DON1352,2025-06-11,130.73,Gala 2026,credit_card,False
D101834,DON1153,2025-09-28,466.09,Gala 2025,paypal,True
D101527,DON1151,2025-05-22,168.68,Year-End Giving,paypal,False
D101606,DON1333,2026-05-11,229.98,Gala 2026,check,True
D100277,DON1391,2025-06-27,222.52,Gala 2026,paypal,False
D100662,DON1270,2024-11-09,354.11,Alumni Fund,credit_card,False
D101876,DON1339,2026-02-10,218.19,Monthly Giving,paypal,False
D102138,DON1190,2025-07-04,196.82,Year-End Giving,ach,False
D102382,DON1029,2025-12-28,456.02,Corporate Match,stock_transfer,False
